00001 ,0.033,0.9705882,0.06382979
00002 ,0.0067114094,0.85714287,0.013318535
00003 ,0.042,0.9767442,0.08053691
00004 ,0.015817223,1.0,0.03114187
00005 ,0.1641791,0.58778626,0.25666666
00006 ,0.024,1.0,0.046875
00007 ,0.024,0.85714287,0.04669261
00008 ,0.022,1.0,0.04305284
00009 ,0.011547344,1.0,0.02283105
00010 ,0.023397762,0.92,0.04563492
00011 ,0.043778803,0.8636364,0.083333336
00012 ,0.006,0.85714287,0.011916584
00013 ,0.022128556,0.875,0.043165468
00014 ,0.049,0.8909091,0.092890985
00015 ,0.118568234,0.50961536,0.1923775
00016 ,0.17097862,0.84444445,0.28437793
00017 ,0.054,0.9818182,0.102369666
00018 ,0.022148395,0.95238096,0.043290045
00019 ,0.022,1.0,0.04305284
00020 ,0.041322313,0.8695652,0.078895465
00021 ,0.021367522,0.8,0.04162331
00022 ,0.083690986,0.55714285,0.14552239
00023 ,0.026624069,0.71428573,0.0513347
00024 ,0.026785715,0.7741935,0.051779937
00025 ,0.05373832,0.9019608,0.1014333
00026 ,0.050847456,0.72727275,0.0950495
00027 ,0.010204081,0.8181818,0.020156775
00028 ,0.05785124,0.8235294,0.1081081
00029 ,0.051344745,0.95454544,0.097447805
00030 ,0.01891551,0.88235295,0.037037034
00031 ,0.048387095,0.7758621,0.091093116
00032 ,0.029535865,0.93333334,0.057259712
00033 ,0.091617934,0.8245614,0.16491227
00034 ,0.043766577,0.84615386,0.083228245
00035 ,0.012,0.85714287,0.02366864
00036 ,0.009,1.0,0.017839445
00037 ,0.10895884,0.9183673,0.19480522
00038 ,0.056338027,0.5283019,0.10181818
00039 ,0.1709531,0.69753087,0.2746051
00040 ,0.12602459,0.84246576,0.21925133
00041 ,0.013,0.8666667,0.025615765
00042 ,0.043112513,0.87234044,0.082164325
00043 ,0.15495495,0.877551,0.2633997
00044 ,0.137,0.9785714,0.24035086
00045 ,0.019,0.95,0.037254903
00046 ,0.014,0.7777778,0.027504912
00047 ,0.057,0.95,0.10754717
00048 ,0.03,1.0,0.058252428
00049 ,0.035750765,0.9722222,0.06896552
00050 ,0.022,0.88,0.04292683
00051 ,0.213,0.88381743,0.34327155
00052 ,0.0021905806,1.0,0.004371585
00053 ,0.02510917,1.0,0.048988286
00054 ,0.059,0.9516129,0.11111112
00055 ,0.023379384,0.9166667,0.045595855
00056 ,0.031062124,0.96875,0.060194176
00057 ,0.05629139,1.0,0.106583074
00058 ,0.09388185,0.9368421,0.17066155
00059 ,0.133,0.9172414,0.23231442
00060 ,0.048780486,0.8235294,0.09210526
00061 ,0.061440676,0.82857144,0.11439841
00062 ,0.138,0.9583333,0.24125876
00063 ,0.033444814,0.7692308,0.06410256
00064 ,0.048,0.96,0.09142857
00065 ,0.091004185,0.9255319,0.1657143
00066 ,0.056,0.8888889,0.105362184
00067 ,0.014,1.0,0.02761341
00068 ,0.047138046,0.93333334,0.08974359
00069 ,0.013544018,0.8,0.02663707
00070 ,0.018478261,1.0,0.03628602
00071 ,0.006,1.0,0.011928429
00072 ,0.014069264,1.0,0.02774813
00073 ,0.018930959,0.9444444,0.037117906
00074 ,0.007253886,1.0,0.014403293
00075 ,0.021875,1.0,0.042813454
00076 ,0.012578616,0.7058824,0.024716787
00077 ,0.07,0.85365856,0.12939002
00078 ,0.07527976,0.96103895,0.13962264
00079 ,0.042964555,0.9302326,0.08213553
00080 ,0.044342507,0.85294116,0.08430233
00081 ,0.02937976,0.96428573,0.057022177
00082 ,0.06,0.9677419,0.11299435
00083 ,0.032,1.0,0.06201551
00084 ,0.01609442,0.9375,0.03164557
00085 ,0.028,0.9032258,0.0543162
00086 ,0.046,0.9787234,0.087870106
00087 ,0.038,1.0,0.07321773
00088 ,0.013,0.9285714,0.025641026
00089 ,0.017763846,1.0,0.034907598
00090 ,0.028907923,0.96428573,0.056133058
00091 ,0.24141519,0.7631579,0.36679843
00092 ,0.107344635,0.8796296,0.19133937
00093 ,0.017,0.9444444,0.033398822
00094 ,0.05882353,0.88372093,0.11030479
00095 ,0.005,0.5555556,0.009910802
00096 ,0.011,0.9166667,0.02173913
00097 ,0.01144641,1.0,0.022633746
00098 ,0.019261638,0.8,0.037617553
00099 ,0.005611672,1.0,0.011160714
00100 ,0.010799136,0.90909094,0.021344718
